tweet_id,tweet_text,created_at,user_id,user_name,conversation_id,lang,is_reply,in_reply_to_username,in_reply_to_tweet_id,tweet_url,retweet_count,quote_count,reply_count,like_count,tweet_clean_text,intent
1.6921522795231112e+18,"@Toyota - (Part 3) If that wasn’t enough, the manager was incredibly rude during negotiations…to the point where we left the dealership. I hope this is not an example of the kind of customer service #toyota wants to provide. Please fix this. Thank you.",Thu Aug 17 12:31:56 +0000 2023,619607274.0,NGrabner,1.6921522795231112e+18,en,False,Toyota,,https://x.com/NGrabner/status/1692152279523111246,0,0,2,0.0,manager incredibly rude negotiations … point left dealership hope example kind customer service toyota wants provide fix thank,
1.6785466906916946e+18,"@Toyota Hey Toyota! When are we getting a recall for the super white paint, code 0040, peeling around the door frame? @toyotatacomafrm @ToyotaMotorCorp @ToyotaTacomaFan https://t.co/1qejBac3CC",Mon Jul 10 23:28:11 +0000 2023,1414715851.0,JMillholland,1.6785466906916946e+18,en,False,Toyota,,https://x.com/JMillholland/status/1678546690691694595,0,0,2,0.0,hey toyota getting recall super white paint code peeling door frame,
1.8782344152829957e+18,"Hey @Toyota  Do you recommend a fuel injection cleaning service (Motorvac) as a routine service at 30,000 miles for a 2022 Corolla?",Sun Jan 12 00:15:55 +0000 2025,1.5224493261228032e+18,Bothand2022,1.8782344152829957e+18,en,False,,,https://x.com/Bothand2022/status/1878234415282995598,0,0,2,0.0,hey recommend fuel injection cleaning service motorvac routine service miles corolla,
1.5961323551102075e+18,@Toyota @ToyotaMotorCorp your tundra frame recall claimed to spray my frame and seal it however you just sealed moisture in and not its rotted even more and you won't fix it. Guess my frame will fall apart while driving #Toyota,Fri Nov 25 13:23:02 +0000 2022,1.1557950087479706e+18,JohnnieFour,1.5961323551102075e+18,en,False,Toyota,,https://x.com/JohnnieFour/status/1596132355110207488,0,0,1,0.0,tundra frame recall claimed spray frame seal sealed moisture rotted wo nt fix guess frame fall apart driving toyota,
1.678232762044629e+18,@Toyota what’s this mean? I’ve scoured the manual and can’t find it anywhere. https://t.co/9bH4GYUJGQ,Mon Jul 10 02:40:45 +0000 2023,36354934.0,1redhead_writer,1.678232762044629e+18,en,False,,,https://x.com/1redhead_writer/status/1678232762044628993,0,0,1,0.0,mean scoured manual find,
1.659612445810344e+18,@Toyota I am looking for a 2023 Venza. Why are so few being built?,Fri May 19 17:30:15 +0000 2023,32714187.0,SoContrary01,1.659612445810344e+18,en,False,Toyota,,https://x.com/SoContrary01/status/1659612445810343943,0,0,1,0.0,looking venza built,
1.7965279606459067e+18,@Toyota your certification program is a joke. I bought a “certified” toyota. 2 days later i am driving it at 40 miles press on brake and the car shake,Fri May 31 13:03:38 +0000 2024,115267089.0,Haitione,1.7965279606459067e+18,en,False,Toyota,,https://x.com/Haitione/status/1796527960645906595,0,0,3,0.0,certification program joke bought “ certified ” toyota days later driving miles press brake car shake,
1.8148758691540628e+18,@Toyota I just bought a new car and the Toyota app is giving me this error when I try to add the car to the app. Can you help? https://t.co/HXi58na0u5,Sun Jul 21 04:11:40 +0000 2024,615558227.0,vlngeek,1.8148758691540628e+18,en,False,Toyota,,https://x.com/vlngeek/status/1814875869154062799,0,0,1,0.0,bought new car toyota app giving error try add car app help,
1.8814633791745805e+18,How can I get a 38k car and the navigation just doesn’t work and I only get “certain features” for a year?? Make it make sense @Toyota @ToyotaMotorCorp @toyota,Mon Jan 20 22:06:40 +0000 2025,1.0701072655821536e+18,poundtownusa1,1.8814633791745805e+18,en,False,,,https://x.com/poundtownusa1/status/1881463379174580437,0,0,1,0.0,k car navigation work “ certain features ” year sense,
1.6664170733359675e+18,@Toyota What’s going on with the 1 key situation for a new Highlander? Been waiting 8 months now for Toyota to send a second. Poor show,Wed Jun 07 12:09:25 +0000 2023,361307575.0,MattJ247,1.6664170733359675e+18,en,False,Toyota,,https://x.com/MattJ247/status/1666417073335967745,0,0,1,0.0,going key situation new highlander waiting months toyota send second poor,
1.8803756226793185e+18,"@Toyota please explain how my dash can light up with the same errors and each time I bring it to the dealership, I get charged another $200 for diagnostics? They didn’t fix it the first time, why should I bring it back for a third $200 charge and no fix in sight??",Fri Jan 17 22:04:18 +0000 2025,178783554.0,BaileysLaura,1.8803756226793185e+18,en,False,Toyota,,https://x.com/BaileysLaura/status/1880375622679318644,0,0,1,0.0,explain dash light errors time bring dealership charged diagnostics fix time bring charge fix sight,
1.6190073821972685e+18,"@Toyota I’ve had this issue since I got my Tacoma, and have also learned that nearly all models of Toyota are like this. I still want to use the up and down arrows to ‘INCREASE/DECREASE’ volume, it just seems natural as volume either increases/decreases. https://t.co/pVy9faLYjg",Fri Jan 27 16:20:14 +0000 2023,1.5696923752112128e+18,pandalorian84,1.6190073821972685e+18,en,False,Toyota,,https://x.com/pandalorian84/status/1619007382197268483,0,0,1,0.0,issue got tacoma learned nearly models toyota like want use arrows ‘ increasedecrease ’ volume natural volume increasesdecreases,
1.6834932487513498e+18,"@Toyota we have a car financed in Puerto Rico and want to transport it to the US and we are being told it must be refinanced with another bank to do so, is this true?",Mon Jul 24 15:04:02 +0000 2023,1.3838788152359854e+18,spawnyboy100,1.6834932487513498e+18,en,False,Toyota,,https://x.com/spawnyboy100/status/1683493248751349761,0,0,1,0.0,car financed puerto rico want transport told refinanced bank true,
1.588327697838936e+18,Hey @Toyota what’s up with these brakes on the new tundra? Haven’t ran into one other person who has one who hasn’t mentioned their brakes are squealing like crazy.  Dealer said expect a recall but that was months ago,Fri Nov 04 00:30:07 +0000 2022,259066755.0,TheCryptoCatGuy,1.588327697838936e+18,en,False,,,https://x.com/TheCryptoCatGuy/status/1588327697838936065,0,0,1,0.0,hey brakes new tundra ran person mentioned brakes squealing like crazy dealer said expect recall months ago,
1.5934451933946675e+18,So update on life: on October 9 my mom was in a horrific car crash. She was in the process of moving from Alabama to live with @badluck_bettie and I. She was struck by an 18 wheeler in the interstate and her vehicle. She only survived this thanks to her beloved https://t.co/cB4xaTsBy7,Fri Nov 18 03:25:13 +0000 2022,1.2148017513474785e+18,AmericanIsekai1,1.5934451933946675e+18,en,False,,,https://x.com/AmericanIsekai1/status/1593445193394667520,1,0,1,1.0,update life october mom horrific car crash process moving alabama live struck wheeler interstate vehicle survived thanks beloved,
1.7307968579352172e+18,"Hey @Toyota, FYI the dealership @CaldwellToyota has some really rude sales staff. Talk about a total waste of an hour drive there today. If anyone lives in the Conway, Arkansas area interested in Toyota, I suggest avoiding that dealership. #Toyota #Arkansas",Sat Dec 02 03:51:42 +0000 2023,145448212.0,Bonzai_Badger,1.7307968579352172e+18,en,False,,,https://x.com/Bonzai_Badger/status/1730796857935217148,0,0,3,0.0,hey fyi dealership rude sales staff talk total waste hour drive today lives conway arkansas area interested toyota suggest avoiding dealership toyota arkansas,
